"","parutionJO","titre","annee","intitule","statutEnquete","numeroVISA","nouvelleEdition","initiative","contenuQuestionnaire","uniteStatistique","typeEnquete","champGeographique","extensionsGeographiques","periodicite","tailleEchantillon","serviceProducteurPrincipal","servicesProducteurs","dateCommissionAC","dateDebutAC","dateFinAC","commissionLabel","documentLabel","dateCommissionAO","dateDebutAO","dateFinAO","commissionCNIS"
"1340","2013-10-16","Enquêtes mensuelles de branche exécutées par l'administration (industrie hors IAA) (2014M)",2014,"Enquêtes mensuelles de branche dans l'industrie extractive et manufacturière hors agro-alimentaire (IAA) - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","5000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_branche_industrie_-hors_iaa.pdf","2013-05-30","2014-01-01","2018-12-30","entreprises-et-strategies-de-marche"
"1341","2014-10-30","Enquêtes mensuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA) (2015M)",2015,"Enquêtes mensuelles de branche dans l'industrie extractive et manufacturière hors agro-alimentaire -  exécutées par les organismes professionnels agréés (OPA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","2014-10-30","Enquêtes mensuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA) (2016M)",2016,"Enquêtes mensuelles de branche dans l'industrie extractive et manufacturière hors agro-alimentaire -  exécutées par les organismes professionnels agréés (OPA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","2014-10-30","Enquêtes mensuelles de branche exécutées par l'administration (2015M)",2015,"Enquêtes mensuelles de branche dans l'industrie extractive et manufacturière hors agro-alimentaire - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","5000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","2014-10-30","Enquêtes mensuelles de branche exécutées par l'administration (2016M)",2016,"Enquêtes mensuelles de branche dans l'industrie extractive et manufacturière hors agro-alimentaire - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","5000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","2014-10-30","Enquêtes mensuelles de branche exécutées par l'administration (IAA) (2015M)",2015,"Enquêtes mensuelles de branche dans les industries agro-alimentaires (IAA) - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_branche_iaa_mensuelle-3.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1346","2014-10-30","Enquêtes mensuelles de branche exécutées par l'administration (IAA) (2016M)",2016,"Enquêtes mensuelles de branche dans les industries agro-alimentaires (IAA) - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_branche_iaa_mensuelle-3-2.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1347","2014-10-30","Enquêtes mensuelles de branche exécutées par les organisations professionnelles agréées... (IAA) (2015M)",2015,"Enquêtes mensuelles de branche dans les industries agro-alimentaires (IAA) - exécutées par les organismes professionnels agréés ou par un établissement public bénéficiant d'une délégation","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","2014-10-30","Enquêtes mensuelles de branche exécutées par les organisations professionnelles agréées... (IAA) (2016M)",2016,"Enquêtes mensuelles de branche dans les industries agro-alimentaires (IAA) - exécutées par les organismes professionnels agréés ou par un établissement public bénéficiant d'une délégation","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France (métropole + DOM)",NA,"Mensuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","2013-10-16","Enquêtes mensuelles de branche exécutées par l'administration (IAA) (2014M)",2014,"Enquêtes mensuelles de branche dans les industries agro-alimentaires, les exploitations forestières et les scieries (IAA) - exécutées par l'administration","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine y compris les DOM",NA,"Mensuelle","12900","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_branche_iaa_mensuelle.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1350","2013-10-16","Enquêtes mensuelles de branche exécutées par les organisations professionnelles agréées... (IAA) (2014M)",2014,"Enquêtes mensuelles de branche dans les industries agro-alimentaires, les exploitations forestières et les scieries (IAA) - exécutées par les organismes professionnels agréés ou par un établissement public bénéficiant d'une délégation","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Mensuelle","12900","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2013-10-09","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_ssp_opa_branche_iaa_mensuelle.pdf","2012-11-21","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"1351","2012-10-12","Enquêtes mensuelles de branche exécutées par l'administration (industrie hors IAA) (2013)",2013,"Enquêtes mensuelles de branche exécutées par l'administration (Industrie hors IAA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Mensuelle","0","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","2012-10-12","Enquêtes mensuelles de branche exécutées par l'administration (IAA) (2013)",2013,"Enquêtes mensuelles de branche exécutées par l'administration (industries agricoles et alimentaires)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France entière",NA,"Mensuelle","0","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2008-04-24","2009-01-01","2013-12-14","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2008_ssp_branche_iaa_mensuelle.pdf",NA,NA,NA,"entreprises-et-strategies-de-marche"
"1353","2012-10-12","Enquêtes mensuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA) (2013M)",2013,"Enquêtes mensuelles de branche exécutées par les organismes professionnels agréés (industrie hors IAA)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013M","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine et DOM",NA,"Mensuelle","0","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
